Pos,Name,Number,Rating,Ranking,Height,Weight,Age,Birthday,Exp.,Drafted,Draft Round,Draft Pick,College
LB, Kyle Van Noy,8,80,#5 LB,"6'3""",250,31,3/26/91,9,2014,2,40,Brigham Young
LB, Kenneth Murray Jr.,9,74,#16 LB,"6'2""",241,23,11/16/98,3,2020,1,23,Oklahoma
LB, Cole Christiansen,50,67,#42 LB,"6'2""",225,24,7/30/97,2,2020,,,Army
LB, Nick Niemann,31,67,#42 LB,"6'3""",234,24,12/2/97,2,2021,6,185,Iowa
LB, Jamal Davis II,44,67,#42 LB,"6'4""",240,26,7/9/95,2,2019,,,Akron
LB, Tyreek Maddox-Williams,58,67,#42 LB,"6'2""",235,,,0,2022,,,Rutgers
LB, Damon Lloyd,53,67,#42 LB,"6'0""",235,24,5/8/98,2,2021,,,Indiana (PA)
OLB, Khalil Mack,52,97,#1 OLB,"6'3""",269,31,2/22/91,9,2014,1,5,Buffalo
OLB, Emeke Egbule,51,67,#64 OLB,"6'2""",245,25,10/13/96,4,2019,6,200,Houston
OLB, Chris Rumph II,94,67,#64 OLB,"6'3""",244,23,10/19/98,2,2021,4,118,Duke
ILB, Drue Tranquill,49,74,#22 ILB,"6'2""",234,26,8/15/95,4,2019,4,130,Notre Dame
ILB, Troy Reeder,42,67,#46 ILB,"6'3""",245,27,9/13/94,4,2019,,,Delaware
ILB, Amen Ogbongbemiga,57,67,#46 ILB,"6'0""",235,23,9/4/98,2,2021,,,Oklahoma State
CB, J.C. Jackson,27,88,#8 CB,"6'1""",198,26,11/17/95,5,2018,,,Maryland
CB, Bryce Callahan,23,87,#11 CB,"5'9""",188,30,10/23/91,8,2015,,,Rice
CB, Michael Davis,43,75,#68 CB,"6'2""",196,27,1/6/95,6,2017,,,Brigham Young
CB, Asante Samuel Jr.,26,74,#81 CB,"5'10""",183,22,10/3/99,2,2021,2,47,Florida State
CB, Tevaughn Campbell,20,67,#142 CB,"6'0""",200,28,6/14/93,3,2019,,,Regina (Canada)
CB, Kemon Hall,37,67,#142 CB,"5'11""",190,24,6/2/97,2,2019,,,North Texas
CB, Ja'Sir Taylor,36,67,#142 CB,"5'11""",188,23,1/8/99,0,2022,6,214,Wake Forest
CB, Brandon Sebastian,38,67,#142 CB,"6'0""",179,,,0,2022,,,Boston College
DB, Ben DeLuca,46,67,#10 DB,"6'1""",215,24,4/9/98,1,2021,,,Charlotte
DB, Deane Leonard,33,67,#10 DB,"6'1""",194,22,11/20/99,0,2022,7,236,Ole Miss
DB, Mark Webb Jr.,29,67,#10 DB,"6'1""",210,23,9/10/98,2,2021,7,241,Georgia
SS, Derwin James Jr.,3,93,#2 SS,"6'2""",215,25,8/3/96,5,2018,1,17,Florida State
SS, Trey Marshall,,67,#45 SS,"6'0""",207,26,2/13/96,4,2018,,,Florida State
FS, Nasir Adderley,24,76,#16 FS,"6'0""",206,24,5/31/97,4,2019,2,60,Delaware
S, JT Woods,22,67,#27 S,"6'2""",193,21,6/10/00,0,2022,3,79,Baylor
S, Alohi Gilman,32,67,#27 S,"5'11""",201,24,9/17/97,3,2020,6,186,Notre Dame
S, Skyler Thomas,48,67,#27 S,"5'10""",185,,,0,2022,,,Liberty
S, Raheem Layne,41,67,#27 S,"6'1""",201,22,7/2/99,0,2022,,,Indiana
LS, Josh Harris,47,,,"6'1""",224,33,4/27/89,11,2012,,,Auburn
K, Dustin Hopkins,6,69,#29 K,"6'2""",205,31,10/1/90,9,2013,6,177,Florida State
K, James McCourt,1,67,#33 K,"6'1""",215,14,11/9/07,0,2022,,,Illinois
P, J.K. Scott,16,81,#5 P,"6'6""",208,26,10/30/95,5,2018,5,172,Alabama
P, Ty Long,,69,#31 P,"6'2""",205,29,4/6/93,4,2015,,,Alabama-Birmingham
