Pos,Name,Number,Rating,Ranking,Height,Weight,Age,Birthday,Exp.,Drafted,Draft Round,Draft Pick,College
CB, Jalyn Armour-Davis,5,67,#142 CB,"6'1""",195,22,9/3/99,0,2022,4,119,Alabama
CB, Iman Marshall,37,67,#142 CB,"6'1""",210,25,2/27/97,4,2019,4,127,USC
CB, Kevin Toliver II,18,67,#142 CB,"6'2""",199,26,11/24/95,4,2018,,,LSU
CB, Denzel Williams,39,67,#142 CB,"5'10""",190,,,0,2022,,,Villanova
CB, David Vereen,33,67,#142 CB,"5'11""",175,,,,2022,,,Newberry University
CB, Kevon Seymour,25,67,#142 CB,"5'11""",184,28,11/30/93,6,2016,6,218,USC
DB, Brandon Stephens,21,68,#8 DB,"6'0""",215,24,12/29/97,2,2021,3,104,Southern Methodist
DB, Damarion Williams,22,67,#10 DB,"5'10""",180,,,0,2022,4,141,Houston
SS, Marcus Williams,32,84,#8 SS,"6'1""",195,25,9/8/96,6,2017,2,42,Utah
SS, Chuck Clark,36,80,#17 SS,"6'0""",205,27,4/19/95,6,2017,6,186,Virginia Tech
SS, Tony Jefferson II,23,76,#24 SS,"5'11""",213,30,1/27/92,9,2013,,,Oklahoma
S, Geno Stone,26,69,#24 S,"5'10""",209,23,4/19/99,3,2020,7,219,Iowa
S, Ar'Darius Washington,29,67,#27 S,"5'8""",176,22,11/2/99,2,2021,,,TCU
S, Kyle Hamilton,14,67,#27 S,"6'4""",220,21,3/16/01,0,2022,1,14,Notre Dame
S, Chris Moore,41,67,#27 S,"6'0""",210,,,,2022,,,Georgia State
LS, Nick Moore,46,,,"6'2""",248,29,12/9/92,2,2019,,,Georgia
K, Justin Tucker,9,88,#1 K,"6'1""",183,32,11/21/89,11,2012,,,Texas
P, Sam Koch,4,81,#5 P,"6'1""",222,39,8/13/82,17,2006,6,203,Nebraska
P, Jordan Stout,11,67,#34 P,"6'3""",209,23,8/4/98,0,2022,4,130,Penn State
