Pos,Name,Number,Rating,Ranking,Height,Weight,Age,Birthday,Exp.,Drafted,Draft Round,Draft Pick,College
DL, Daniel Archibong,61,67,#13 DL,"6'6""",300,24,9/12/97,1,2021,,,Temple
DL, DeMarvin Leal,,67,#13 DL,"6'4""",290,21,7/1/00,0,2022,3,83,Texas A&M
NT, Chris Wormley,95,72,#17 NT,"6'5""",300,28,10/25/93,6,2017,3,74,Michigan
NT, Montravius Adams,57,71,#20 NT,"6'4""",304,26,7/24/95,6,2017,3,93,Auburn
DT, Cameron Heyward,97,96,#1 DT,"6'5""",295,33,5/6/89,12,2011,1,31,Ohio State
DT, Khalil Davis,68,67,#57 DT,"6'1""",308,25,8/22/96,3,2020,6,194,Nebraska
DT, Carlos Davis,73,67,#57 DT,"6'2""",320,25,8/22/96,3,2020,7,232,Nebraska
DE, Stephon Tuitt,91,88,#9 DE,"6'6""",303,28,5/23/93,9,2014,2,46,Notre Dame
DE, Tyson Alualu,94,83,#19 DE,"6'3""",304,34,5/12/87,13,2010,1,10,California
DE, John Simon,96,76,#43 DE,"6'2""",260,31,10/14/90,10,2013,4,129,Ohio State
DE, Isaiahh Loudermilk,92,67,#97 DE,"6'7""",293,24,10/10/97,2,2021,5,156,Wisconsin
DE, Derrek Tuszka,48,67,#97 DE,"6'5""",246,24,8/17/97,3,2020,7,254,North Dakota State
DE, Henry Mondeaux,99,67,#97 DE,"6'4""",280,26,9/19/95,3,2018,,,Oregon
DE, Tyree Johnson,,67,#97 DE,"6'4""",240,,,0,2022,,,Texas A&M
LB, Alex Highsmith,56,74,#16 LB,"6'4""",242,24,8/7/97,3,2020,3,102,Charlotte
LB, Genard Avery,49,69,#33 LB,"6'0""",250,27,4/26/95,5,2018,5,150,Memphis
LB, Marcus Allen,27,67,#42 LB,"6'2""",215,25,8/7/96,4,2018,5,148,Penn State
LB, Delontae Scott,50,67,#42 LB,"6'5""",246,25,1/21/97,2,2020,,,Southern Methodist
LB, Buddy Johnson,45,67,#42 LB,"6'2""",240,23,2/27/99,2,2021,4,140,Texas A&M
LB, Miles Killebrew,28,67,#42 LB,"6'2""",222,28,5/10/93,7,2016,4,111,Southern Utah
LB, Mark Robinson,,67,#42 LB,"5'11""",235,,,0,2022,7,225,Ole Miss
OLB, T.J. Watt,90,97,#1 OLB,"6'4""",252,27,10/11/94,6,2017,1,30,Wisconsin
OLB, Myles Jack,51,82,#15 OLB,"6'1""",244,26,9/3/95,7,2016,2,36,UCLA
OLB, Christian Kuntz,46,67,#64 OLB,"6'1""",227,28,4/13/94,2,2017,,,Duquesne
OLB, T.D. Moultry,,67,#64 OLB,"6'2""",253,,,0,2022,,,Auburn
ILB, Devin Bush,55,78,#13 ILB,"5'11""",234,23,7/18/98,4,2019,1,10,Michigan
ILB, Robert Spillane,41,70,#34 ILB,"6'1""",229,26,12/14/95,4,2018,,,Western Michigan
ILB, Ulysees Gilbert III,54,67,#46 ILB,"6'0""",230,24,8/9/97,4,2019,6,207,Akron
ILB, Tegray Scales,30,67,#46 ILB,"6'0""",227,25,5/10/96,3,2018,,,Indiana
CB, Cameron Sutton,20,78,#45 CB,"5'11""",188,27,2/27/95,6,2017,3,94,Tennessee
CB, Levi Wallace,29,78,#45 CB,"6'0""",179,26,6/12/95,5,2018,,,Alabama
CB, Ahkello Witherspoon,25,77,#50 CB,"6'2""",195,27,3/21/95,6,2017,3,66,Colorado
CB, Isaiah Johnson,33,71,#133 CB,"6'2""",210,26,12/20/95,4,2019,4,129,Houston
CB, Justin Layne,31,69,#122 CB,"6'2""",192,24,1/12/98,4,2019,3,83,Michigan State
CB, James Pierre,42,67,#142 CB,"6'2""",185,25,9/16/96,3,2020,,,Florida Atlantic
CB, Bryce Watts,,67,#142 CB,"6'0""",180,,,0,2022,,,Massachusetts
CB, Chris Steele,,67,#142 CB,"6'1""",190,21,9/27/00,0,2022,,,USC
CB, Tavin Harville,,67,#142 CB,"6'1""",195,,,,2022,,,Robert Morris
CB, Arthur Maulet,35,67,#142 CB,"5'9""",190,28,7/13/93,6,2017,,,Memphis
CB, Linden Stephens,40,67,#142 CB,"6'0""",193,27,3/21/95,3,2018,,,Cincinnati
SS, Terrell Edmunds,34,77,#22 SS,"6'1""",217,25,1/20/97,5,2018,1,28,Virginia Tech
SS, Karl Joseph,38,76,#24 SS,"5'10""",200,28,9/8/93,7,2016,1,14,West Virginia
SS, Damontae Kazee,,74,#28 SS,"5'11""",174,28,6/5/93,6,2017,5,149,San Diego State
FS, Minkah Fitzpatrick,39,87,#5 FS,"6'1""",207,25,11/17/96,5,2018,1,11,Alabama
S, Tre Norwood,21,67,#27 S,"6'0""",194,23,4/19/99,2,2021,7,245,Oklahoma
S, Donovan Stiner,37,67,#27 S,"6'2""",210,23,2/11/99,1,2021,,,Florida
LS, Rex Sunahara,38,,,"6'8""",242,25,10/9/96,2,2020,,,West Virginia
K, Chris Boswell,9,82,#5 K,"6'2""",185,31,3/16/91,8,2014,,,Rice
K, Samuel Sloman,4,67,#33 K,"5'8""",205,24,9/19/97,3,2020,7,248,Miami (OH)
P, Pressley Harvin III,6,73,#23 P,"6'0""",255,23,9/17/98,2,2021,7,254,Georgia Tech
P, Cameron Nizialek,16,67,#34 P,"6'2""",211,27,3/10/95,2,2019,,,Georgia
