Pos,Name,Number,Rating,Ranking,Height,Weight,Age,Birthday,Exp.,Drafted,Draft Round,Draft Pick,College
OT, Landon Young,67,67,#68 OT,"6'7""",321,24,8/21/97,2,2021,6,206,Kentucky
OT, Trevor Penning,70,67,#68 OT,"6'7""",330,22,5/15/99,0,2022,1,19,Northern Iowa
OT, Ethan Greenidge,73,67,#68 OT,"6'4""",335,24,9/10/97,4,2019,,,Villanova
OT, Jerald Hawkins,63,67,#68 OT,"6'6""",305,28,10/16/93,7,2016,4,123,LSU
DL, Jaleel Johnson,58,69,#10 DL,"6'3""",316,27,7/12/94,6,2017,4,109,Iowa
NT, David Onyemata,93,80,#10 NT,"6'4""",300,29,11/13/92,7,2016,4,120,Manitoba (Canada)
NT, Shy Tuttle,99,72,#17 NT,"6'3""",300,26,10/20/95,4,2019,,,Tennessee
NT, Braxton Hoyett,52,67,#27 NT,"6'2""",302,26,2/5/96,3,2019,,,Mississippi State
DT, Jordan Jackson,,67,#57 DT,"6'5""",285,24,1/30/98,0,2022,6,194,Air Force
DT, Albert Huggins,95,67,#57 DT,"6'3""",305,24,6/27/97,3,2019,,,Clemson
DE, Cameron Jordan,94,93,#3 DE,"6'4""",287,32,7/10/89,12,2011,1,24,California
DE, Marcus Davenport,92,83,#19 DE,"6'6""",265,25,9/4/96,5,2018,1,14,Texas-San Antonio
DE, Payton Turner,98,73,#48 DE,"6'6""",270,23,1/7/99,2,2021,1,28,Houston
DE, Tanoh Kpassagnon,90,71,#60 DE,"6'7""",289,27,6/14/94,6,2017,2,59,Villanova
DE, Taco Charlton,54,71,#60 DE,"6'6""",270,27,11/7/94,6,2017,1,28,Michigan
DE, Kentavius Street,69,67,#97 DE,"6'2""",287,26,5/8/96,4,2018,4,128,North Carolina State
DE, Malcolm Roach,97,67,#97 DE,"6'3""",290,23,6/9/98,3,2020,,,Texas
DE, Carl Granderson,96,67,#97 DE,"6'5""",261,25,12/18/96,4,2019,,,Wyoming
DE, Sharif Finch,59,67,#97 DE,"6'4""",252,26,10/1/95,4,2018,,,Temple
LB, Pete Werner,20,70,#26 LB,"6'2""",235,22,6/5/99,2,2021,2,60,Ohio State
LB, Zack Baun,53,68,#36 LB,"6'3""",225,25,12/30/96,3,2020,3,74,Wisconsin
LB, Andrew Dowell,50,67,#42 LB,"6'1""",225,25,11/16/96,2,2019,,,Michigan State
LB, Nephi Sewell,,67,#42 LB,"6'0""",228,23,12/19/98,0,2022,,,Utah
LB, D'Marco Jackson,,67,#42 LB,"6'1""",230,23,7/20/98,0,2022,5,161,Appalachian State
LB, Joel Dublanko,,67,#42 LB,"6'3""",240,,,0,2022,,,Cincinnati
LB, Isaiah Pryor,,67,#42 LB,"6'1""",215,,,0,2022,,,Notre Dame
OLB, Demario Davis,56,94,#3 OLB,"6'2""",248,33,1/11/89,11,2012,3,77,Arkansas State
OLB, Kaden Elliss,55,67,#64 OLB,"6'3""",240,26,7/10/95,4,2019,7,244,Idaho
CB, Marshon Lattimore,23,90,#6 CB,"6'0""",192,25,5/20/96,6,2017,1,11,Ohio State
CB, Bradley Roby,21,82,#25 CB,"5'11""",194,30,5/1/92,9,2014,1,31,Ohio State
CB, Paulson Adebo,29,77,#50 CB,"6'1""",198,22,7/3/99,2,2021,3,76,Stanford
CB, P.J. Williams,26,75,#68 CB,"6'0""",196,28,6/1/93,8,2015,3,78,Florida State
CB, Alontae Taylor,,67,#142 CB,"6'0""",195,23,12/3/98,0,2022,2,49,Tennessee
CB, Bryce Thompson,32,67,#142 CB,"5'11""",190,22,9/20/99,1,2021,,,Tennessee
CB, Dylan Mabin,37,67,#142 CB,"6'1""",195,24,9/14/97,3,2019,,,Fordham
CB, Jordan Miller,36,67,#142 CB,"6'2""",190,25,2/8/97,4,2019,5,172,Washington
DB, Damarcus Fields,,67,#10 DB,"6'0""",200,,,0,2022,,,Texas Tech
DB, Vincent Gray,,67,#10 DB,"6'2""",192,22,12/28/99,0,2022,,,Michigan
DB, Smoke Monday,,67,#10 DB,"6'3""",199,,,0,2022,,,Auburn
DB, Jack Koerner,,67,#10 DB,"6'0""",204,23,8/24/98,0,2022,,,Iowa
SS, Tyrann Mathieu,,96,#1 SS,"5'9""",190,29,5/13/92,10,2013,3,69,LSU
SS, Malcolm Jenkins,27,85,#11 SS,"6'0""",204,34,12/20/87,14,2009,1,14,Ohio State
SS, C.J. Gardner-Johnson,22,81,#13 SS,"5'11""",210,24,12/20/97,4,2019,4,105,Florida
SS, J.T. Gray,48,67,#45 SS,"6'0""",202,26,1/18/96,5,2018,,,Mississippi State
SS, Justin Evans,30,67,#45 SS,"6'0""",199,26,8/26/95,4,2017,2,50,Texas A&M
FS, Marcus Maye,6,83,#8 FS,"6'0""",207,29,3/9/93,6,2017,2,39,Florida
FS, Daniel Sorensen,25,67,#37 FS,"6'2""",208,32,3/5/90,9,2014,,,Brigham Young
LS, Zach Wood,49,,,"6'3""",255,29,1/10/93,6,2016,,,Southern Methodist
K, Wil Lutz,3,76,#15 K,"5'11""",184,27,7/7/94,7,2016,,,Georgia State
K, John Parker Romo,,67,#33 K,"5'11""",175,,,0,2022,,,Virginia Tech
P, Blake Gillikin,4,74,#19 P,"6'2""",196,24,1/21/98,3,2020,,,Penn State
P, Daniel Whelan,,67,#34 P,"6'6""",215,,,0,2022,,,UC Davis
