Pos,Name,Number,Rating,Ranking,Height,Weight,Age,Birthday,Exp.,Drafted,Draft Round,Draft Pick,College
WR, Malik Williams,,67,#165 WR,"5'10""",185,23,1/14/99,0,2022,,,Appalachian State
TE, Dawson Knox,88,83,#11 TE,"6'4""",254,25,11/14/96,4,2019,3,96,Mississippi
TE, O.J. Howard,8,74,#28 TE,"6'6""",251,27,11/18/94,6,2017,1,19,Alabama
TE, Quintin Morris,85,67,#61 TE,"6'4""",251,23,1/21/99,1,2021,,,Bowling Green
TE, Tommy Sweeney,89,67,#61 TE,"6'5""",251,26,7/1/95,4,2019,7,228,Boston College
TE, Jalen Wydermyer,,67,#61 TE,"6'5""",255,21,12/20/00,0,2022,,,Texas A&M
C, Mitch Morse,60,78,#10 C,"6'6""",305,30,4/21/92,8,2015,2,49,Missouri
OL, Luke Tenuta,67,67,#21 OL,"6'9""",322,22,9/1/99,0,2022,6,209,Virginia Tech
OL, Alec Anderson,,67,#21 OL,"6'5""",305,,,0,2022,,,UCLA
OL, Jacob Capra,66,67,#21 OL,"6'5""",315,23,11/2/98,1,2021,,,San Diego State
G, Rodger Saffold III,76,83,#8 G,"6'5""",325,33,6/6/88,13,2010,2,33,Indiana
G, Ike Boettger,65,71,#31 G,"6'6""",313,27,10/5/94,5,2018,,,Iowa
G, Greg Mancz,62,67,#44 G,"6'4""",302,30,4/23/92,7,2015,,,Toledo
OT, Dion Dawkins,73,80,#23 OT,"6'5""",320,28,4/26/94,6,2017,2,63,Temple
OT, Cody Ford,74,74,#40 OT,"6'3""",329,25,12/28/96,4,2019,2,38,Oklahoma
OT, Ryan Bates,71,71,#47 OT,"6'4""",302,25,2/14/97,4,2019,,,Penn State
OT, David Quessenberry,77,68,#64 OT,"6'5""",310,31,8/24/90,4,2013,6,176,San Jose State
OT, Bobby Hart,68,67,#68 OT,"6'5""",310,27,8/21/94,8,2015,7,226,Florida State
OT, Tommy Doyle,72,67,#68 OT,"6'8""",326,24,5/6/98,2,2021,5,161,Miami (OH)
OT, Spencer Brown,79,67,#68 OT,"6'8""",314,24,2/28/98,2,2021,3,93,Northern Iowa
DL, Kingsley Johnathan,,67,#13 DL,"6'4""",260,24,4/28/98,0,2022,,,Syracuse
NT, Tim Settle,99,73,#16 NT,"6'3""",308,24,7/11/97,5,2018,5,163,Virginia Tech
DT, Ed Oliver,91,78,#13 DT,"6'1""",287,24,12/12/97,4,2019,1,9,Houston
DT, DaQuan Jones,92,77,#15 DT,"6'4""",322,30,12/27/91,10,2014,4,112,Penn State
DT, Brandin Bryant,93,67,#57 DT,"6'3""",294,28,9/16/93,4,2016,,,Florida Atlantic
DT, Prince Emili,,67,#57 DT,"6'2""",300,,,0,2022,,,Pennsylvania
DT, Eli Ankou,51,67,#57 DT,"6'3""",325,27,6/8/94,6,2017,,,UCLA
DE, Greg Rousseau,50,79,#30 DE,"6'7""",265,22,4/5/00,2,2021,1,30,Miami (FL)
DE, Jordan Phillips,97,77,#41 DE,"6'6""",341,29,9/21/92,8,2015,2,52,Oklahoma
DE, A.J. Epenesa,57,70,#70 DE,"6'5""",275,23,9/15/98,3,2020,2,54,Iowa
DE, Shaq Lawson,90,70,#70 DE,"6'3""",267,27,6/17/94,7,2016,1,19,Clemson
DE, Boogie Basham,96,67,#97 DE,"6'5""",285,24,12/16/97,2,2021,2,61,Wake Forest
DE, Mike Love,56,67,#97 DE,"6'3""",255,28,1/22/94,3,2018,,,South Florida
LB, Tremaine Edmunds,49,81,#4 LB,"6'5""",250,24,5/2/98,5,2018,1,16,Virginia Tech
LB, Terrel Bernard,43,67,#42 LB,"6'1""",222,23,5/7/99,0,2022,3,89,Baylor
LB, Baylon Spector,54,67,#42 LB,"6'2""",235,23,10/20/98,0,2022,7,231,Clemson
LB, Andre Smith,9,67,#42 LB,"6'0""",240,25,4/20/97,5,2018,7,234,North Carolina
OLB, Von Miller,40,92,#4 OLB,"6'3""",250,33,3/26/89,12,2011,1,2,Texas A&M
OLB, Matt Milano,58,79,#17 OLB,"6'0""",223,27,7/28/94,6,2017,5,163,Boston College
OLB, Marquel Lee,52,68,#61 OLB,"6'3""",235,26,10/21/95,5,2017,5,168,Wake Forest
OLB, Tyrel Dodson,53,67,#64 OLB,"6'0""",237,23,6/25/98,3,2019,,,Texas A&M
ILB, Tyler Matakevich,44,69,#37 ILB,"6'1""",235,29,12/22/92,7,2016,7,246,Temple
ILB, Joe Giles-Harris,42,67,#46 ILB,"6'2""",234,25,4/1/97,3,2019,,,Duke
CB, Tre'Davious White,27,96,#1 CB,"5'11""",192,27,1/16/95,6,2017,1,27,LSU
CB, Taron Johnson,7,79,#39 CB,"5'11""",192,25,7/27/96,5,2018,4,121,Weber State
CB, Dane Jackson,30,70,#114 CB,"6'0""",191,25,11/29/96,3,2020,7,239,Pittsburgh
CB, Siran Neal,33,68,#130 CB,"6'0""",206,27,8/4/94,5,2018,5,154,Jacksonville State
CB, Olaijah Griffin,37,67,#142 CB,"6'0""",175,23,3/10/99,1,2021,,,USC
CB, Nick McCloud,38,67,#142 CB,"6'0""",192,23,7/9/98,2,2021,,,Notre Dame
CB, Kaiir Elam,24,67,#142 CB,"6'2""",200,21,5/5/01,0,2022,1,23,Florida
CB, Cam Lewis,39,67,#142 CB,"5'9""",183,25,4/13/97,3,2019,,,Buffalo
CB, Christian Benford,47,67,#142 CB,"6'1""",205,21,9/21/00,0,2022,6,185,Villanova
CB, Travon Fuller,,67,#142 CB,"6'1""",180,,,0,2022,,,Tulsa
CB, Tim Harris,29,67,#142 CB,"6'1""",205,26,7/31/95,3,2019,6,198,Virginia
SS, Jordan Poyer,21,89,#6 SS,"6'0""",191,31,4/25/91,10,2013,7,218,Oregon State
SS, Jaquan Johnson,4,67,#45 SS,"5'10""",191,26,11/13/95,4,2019,6,181,Miami (FL)
S, Micah Hyde,23,86,#1 S,"6'0""",197,31,12/31/90,10,2013,5,159,Iowa
S, Josh Thomas,36,67,#27 S,"6'0""",205,25,11/19/96,2,2020,,,Appalachian State
S, Damar Hamlin,31,67,#27 S,"6'1""",196,24,3/24/98,2,2021,6,212,Pittsburgh
LS, Reid Ferguson,69,,,"6'2""",235,28,3/24/94,6,2016,,,LSU
K, Tyler Bass,2,78,#10 K,"5'11""",184,25,2/14/97,3,2020,6,188,Georgia Southern
P, Matt Haack,3,73,#23 P,"6'0""",205,27,7/25/94,6,2017,,,Arizona State
P, Matt Araiza,19,67,#34 P,"6'2""",200,21,5/16/00,0,2022,6,180,San Diego State
