Pos,Name,Number,Rating,Ranking,Height,Weight,Age,Birthday,Exp.,Drafted,Draft Round,Draft Pick,College
DE, Ron'Dell Carter,48,67,#97 DE,"6'3""",269,24,7/3/97,3,2020,,,James Madison
DE, Jonathan Ledbetter,93,67,#97 DE,"6'4""",280,24,9/12/97,3,2019,,,Georgia
DE, Cameron Thomas,98,67,#97 DE,"6'5""",250,22,1/7/00,0,2022,3,87,San Diego State
DE, Michael Dogbe,91,67,#97 DE,"6'3""",284,26,5/5/96,3,2019,7,249,Temple
DE, Jack Crawford,,67,#97 DE,"6'5""",288,33,9/7/88,10,2012,5,158,Penn State
DE, Myjai Sanders,41,67,#97 DE,"6'5""",255,23,7/12/98,0,2022,3,100,Cincinnati
DE, Will Miles,,67,#97 DE,"6'7""",275,,,0,2022,,,Central Methodist
DE, Manny Jones,,67,#97 DE,"6'4""",290,22,6/6/99,0,2022,,,Colorado State
DE, Matt Dickerson,56,67,#97 DE,"6'5""",292,26,11/9/95,5,2018,,,UCLA
LB, Isaiah Simmons,9,78,#7 LB,"6'4""",238,23,7/26/98,3,2020,1,8,Clemson
LB, Chandler Wooten,,67,#42 LB,"6'3""",232,,,0,2022,,,Auburn
OLB, Devon Kennard,42,78,#20 OLB,"6'3""",256,30,6/24/91,9,2014,5,174,USC
OLB, Markus Golden,44,76,#29 OLB,"6'3""",260,31,3/13/91,8,2015,2,58,Missouri
OLB, Dennis Gardeck,45,74,#33 OLB,"6'0""",232,27,8/9/94,5,2018,,,Sioux Falls
OLB, Nick Vigil,57,73,#40 OLB,"6'2""",235,28,8/20/93,7,2016,3,87,Utah State
OLB, Jesse Luketa,43,67,#64 OLB,"6'3""",247,23,1/15/99,0,2022,7,256,Penn State
OLB, Victor Dimukeje,52,67,#64 OLB,"6'2""",265,22,11/18/99,2,2021,6,210,Duke
ILB, Zaven Collins,25,76,#17 ILB,"6'4""",260,22,5/19/99,2,2021,1,16,Tulsa
ILB, Ezekiel Turner,47,67,#46 ILB,"6'2""",214,25,6/9/96,5,2018,,,Washington
ILB, Joe Walker,59,67,#46 ILB,"6'2""",236,29,12/11/92,7,2016,7,251,Oregon
ILB, Tanner Vallejo,51,67,#46 ILB,"6'1""",230,27,12/16/94,6,2017,6,195,Boise State
CB, Byron Murphy Jr.,7,81,#28 CB,"5'11""",190,24,1/18/98,4,2019,2,33,Washington
CB, Jeff Gladney,23,72,#100 CB,"5'10""",191,25,12/12/96,3,2020,1,31,TCU
CB, Marco Wilson,20,67,#142 CB,"5'11""",187,23,3/3/99,2,2021,4,136,Florida
CB, Jace Whittaker,39,67,#142 CB,"5'11""",185,26,7/16/95,2,2020,,,Arizona
CB, Breon Borders,21,67,#142 CB,"6'0""",189,26,7/22/95,4,2017,,,Duke
CB, Darrell Baker Jr.,,67,#142 CB,"6'1""",200,,,0,2022,,,Georgia Southern
CB, Antonio Hamilton,33,67,#142 CB,"6'0""",188,29,1/24/93,7,2016,,,South Carolina State
CB, Nate Brooks,37,67,#142 CB,"6'0""",192,25,9/5/96,2,2019,,,North Texas
DB, Christian Matthew,35,67,#10 DB,"6'4""",200,25,10/26/96,0,2022,7,244,Valdosta State
DB, Kekaula Kaniho,,67,#10 DB,"5'10""",185,,,0,2022,,,Boise State
SS, Jalen Thompson,34,81,#13 SS,"5'11""",190,23,7/18/98,4,2019,,,Washington State
SS, Deionte Thompson,22,68,#41 SS,"6'1""",195,25,2/11/97,4,2019,5,139,Alabama
FS, Budda Baker,3,92,#2 FS,"5'10""",195,26,1/10/96,6,2017,2,36,Washington
FS, Charles Washington,28,67,#37 FS,"5'10""",192,29,3/10/93,6,2016,,,Fresno State
FS, Chris Banjo,,67,#37 FS,"5'10""",207,32,2/26/90,9,2013,,,Southern Methodist
S, James Wiggins,38,67,#27 S,"6'0""",205,25,4/26/97,2,2021,7,243,Cincinnati
S, Javon Hagan,32,67,#27 S,"6'0""",215,25,2/22/97,2,2020,,,Ohio
LS, Aaron Brewer,46,,,"6'5""",232,31,7/5/90,11,2012,,,San Diego State
K, Matt Prater,5,77,#11 K,"5'10""",201,37,8/10/84,16,2006,,,Central Florida
P, Andy Lee,14,76,#15 P,"6'1""",185,39,8/11/82,19,2004,6,188,Pittsburgh
P, Nolan Cooney,15,67,#34 P,"6'3""",202,25,9/18/96,1,2021,,,Syracuse
