Pos,Name,Number,Rating,Ranking,Height,Weight,Age,Birthday,Exp.,Drafted,Draft Round,Draft Pick,College
LB, Mykal Walker,3,71,#23 LB,"6'3""",225,24,8/28/97,3,2020,4,119,Fresno State
LB, Nate Landman,55,67,#42 LB,"6'3""",235,23,11/19/98,0,2022,,,Colorado
LB, Troy Andersen,44,67,#42 LB,"6'4""",235,23,4/23/99,0,2022,2,58,Montana State
LB, Kana'i Mauga,,67,#42 LB,"6'2""",245,,,0,2022,,,USC
LB, Rashad Smith,59,67,#42 LB,"6'1""",220,25,4/20/97,3,2020,,,Florida Atlantic
OLB, Lorenzo Carter,9,74,#33 OLB,"6'5""",250,26,12/10/95,5,2018,3,66,Georgia
OLB, Adetokunbo Ogundeji,92,68,#61 OLB,"6'5""",260,23,10/9/98,2,2021,5,182,Notre Dame
OLB, Kuony Deng,52,67,#64 OLB,"6'6""",240,23,8/17/98,0,2022,,,California
OLB, Quinton Bell,56,67,#64 OLB,"6'4""",253,25,5/9/96,3,2019,7,230,Prairie View A&M
ILB, Deion Jones,45,84,#8 ILB,"6'1""",227,27,11/4/94,7,2016,2,52,LSU
ILB, Rashaan Evans,54,81,#10 ILB,"6'2""",232,26,11/8/95,5,2018,1,22,Alabama
ILB, Dorian Etheridge,48,67,#46 ILB,"6'3""",230,23,11/21/98,2,2021,,,Louisville
CB, A.J. Terrell,24,85,#16 CB,"6'1""",195,23,9/23/98,3,2020,1,16,Clemson
CB, Kendall Sheffield,20,76,#61 CB,"5'10""",212,25,5/30/96,4,2019,4,111,Ohio State
CB, Isaiah Oliver,26,71,#107 CB,"6'0""",210,25,9/30/96,5,2018,2,58,Colorado
CB, Mike Ford,28,68,#130 CB,"6'0""",198,26,8/4/95,5,2018,,,Southeast Missouri State
CB, Teez Tabor,41,68,#130 CB,"6'0""",201,26,12/31/95,4,2017,2,53,Florida
CB, Darren Hall,34,67,#142 CB,"5'11""",188,22,5/2/00,2,2021,4,108,San Diego State
CB, Casey Hayward Jr.,29,67,#142 CB,"5'11""",192,32,9/9/89,11,2012,2,62,Vanderbilt
CB, Avery Williams,35,67,#142 CB,"5'9""",195,23,7/15/98,2,2021,5,183,Boise State
CB, Matt Hankins,43,67,#142 CB,"6'0""",185,23,2/22/99,0,2022,,,Iowa
CB, Lafayette Pitts,38,67,#142 CB,"5'11""",195,29,9/24/92,5,2016,,,Pittsburgh
CB, Corey Ballentine,39,67,#142 CB,"6'0""",191,26,4/13/96,4,2019,6,180,Washburn
DB, Luther Kirk,33,67,#10 DB,"6'2""",195,25,11/7/96,2,2020,,,Illinois State
DB, DeAundre Alford,37,67,#10 DB,"5'11""",175,24,11/5/97,1,2022,,,Tusculum
DB, Tre Webb,,67,#10 DB,"6'2""",202,,,0,2022,,,Montana State
DB, Cornell Armstrong,25,67,#10 DB,"6'0""",185,26,9/22/95,5,2018,6,209,Southern Mississippi
SS, Dean Marlowe,21,72,#32 SS,"6'1""",208,29,7/25/92,7,2015,,,James Madison
SS, Erik Harris,23,72,#32 SS,"6'2""",220,32,4/2/90,7,2016,,,California (PA)
S, Richie Grant,27,72,#13 S,"6'0""",200,24,11/9/97,2,2021,2,40,Central Florida
S, Jaylinn Hawkins,32,71,#15 S,"6'1""",203,24,8/25/97,3,2020,4,134,California
S, Brad Hawkins,36,67,#27 S,"6'1""",210,23,7/26/98,0,2022,,,Michigan
LS, Liam McCullough,48,,,"6'2""",249,24,6/5/97,1,2020,,,Ohio State
LS, Beau Brinkley,44,,,"6'4""",260,32,1/25/90,11,2012,,,Missouri
K, Younghoe Koo,7,84,#2 K,"5'9""",185,27,8/3/94,4,2017,,,Georgia Southern
P, Seth Vernon,37,67,#34 P,"6'5""",230,,,0,2022,,,Portland State
P, Dom Maggio,36,67,#34 P,"6'1""",192,24,4/23/98,2,2020,,,Wake Forest
