Pos,Name,Number,Rating,Ranking,Height,Weight,Age,Birthday,Exp.,Drafted,Draft Round,Draft Pick,College
G, Dakoda Shepley,64,67,#44 G,"6'5""",290,27,12/27/94,2,2018,,,British Columbia (Canada)
G, Phil Haynes,60,67,#44 G,"6'4""",322,26,10/19/95,4,2019,4,124,Wake Forest
G, Kyle Fuller,61,67,#44 G,"6'5""",320,28,3/4/94,4,2017,7,243,Baylor
OT, Charles Cross,67,67,#68 OT,"6'5""",310,21,11/25/00,0,2022,1,9,Mississippi State
OT, Jake Curhan,74,67,#68 OT,"6'6""",316,24,2/9/98,2,2021,,,California
OT, Stone Forsythe,78,67,#68 OT,"6'8""",307,24,12/29/97,2,2021,6,208,Florida
DT, Al Woods,99,82,#8 DT,"6'4""",330,35,3/25/87,12,2010,4,123,LSU
DT, Quinton Jefferson,77,74,#23 DT,"6'4""",291,29,3/31/93,7,2016,5,147,Maryland
DT, Poona Ford,97,73,#26 DT,"5'11""",310,26,11/19/95,5,2018,,,Texas
DT, Myles Adams,95,67,#57 DT,"6'2""",285,24,3/9/98,2,2020,,,Rice
DT, Bryan Mone,90,67,#57 DT,"6'3""",345,26,10/20/95,3,2019,,,Michigan
DT, Jarrod Hewitt,62,67,#57 DT,"6'1""",290,24,11/3/97,1,2021,,,Virginia Tech
DE, Shelby Harris,93,82,#22 DE,"6'2""",290,30,8/11/91,8,2014,7,235,Illinois State
DE, Alton Robinson,98,72,#55 DE,"6'3""",259,23,6/2/98,3,2020,5,148,Syracuse
DE, Darrell Taylor,52,70,#70 DE,"6'4""",267,25,3/24/97,2,2020,2,48,Tennessee
DE, L.J. Collier,91,68,#90 DE,"6'2""",291,26,9/12/95,4,2019,1,29,TCU
DE, Tyreke Smith,92,67,#97 DE,"6'3""",265,22,2/14/00,0,2022,5,158,Ohio State
DE, Boye Mafe,53,67,#97 DE,"6'3""",255,23,11/3/98,0,2022,2,40,Minnesota
DE, Joshua Onujiogu,49,67,#97 DE,"6'3""",250,,,0,,,,Framingham State
DE, Alex Tchangam,48,67,#97 DE,"6'3""",250,25,5/5/97,2,2021,,,Colorado
LB, Jordyn Brooks,56,83,#2 LB,"6'0""",240,24,10/21/97,3,2020,1,27,Texas Tech
LB, Levi Jones,50,67,#42 LB,"6'3""",225,,,0,2022,,,North Carolina State
LB, Tanner Muse,58,67,#42 LB,"6'2""",227,25,9/6/96,3,2020,3,100,Clemson
LB, Jon Rhattigan,59,67,#42 LB,"6'0""",236,23,2/2/99,2,2021,,,Army
LB, Aaron Donkor,43,67,#42 LB,"6'1""",240,27,3/21/95,1,2021,,,Arkansas State
LB, Lakiem Williams,46,67,#42 LB,"6'0""",225,24,8/18/97,2,2021,,,Syracuse
OLB, Uchenna Nwosu,10,74,#33 OLB,"6'2""",251,25,12/28/96,5,2018,2,48,USC
OLB, Ben Burr-Kirven,55,70,#51 OLB,"6'0""",230,24,9/8/97,4,2019,5,142,Washington
ILB, Cody Barton,57,69,#37 ILB,"6'2""",237,25,11/13/96,4,2019,3,88,Utah
ILB, Joel Iyiegbuniwe,51,67,#46 ILB,"6'1""",226,26,10/12/95,5,2018,4,115,Western Kentucky
CB, Sidney Jones IV,23,75,#68 CB,"6'0""",181,25,5/21/96,5,2017,2,43,Washington
CB, Justin Coleman,24,75,#68 CB,"5'11""",190,29,3/27/93,8,2015,,,Tennessee
CB, Artie Burns,21,69,#122 CB,"6'0""",197,27,5/1/95,7,2016,1,25,Miami (FL)
CB, John Reid,29,68,#130 CB,"5'10""",187,25,5/15/96,3,2020,4,141,Penn State
CB, Matt Cole,37,67,#142 CB,"5'10""",197,25,11/7/96,2,2020,,,McKendree
CB, Tre Brown,22,67,#142 CB,"5'10""",185,24,9/24/97,2,2021,4,137,Oklahoma
CB, Coby Bryant,8,67,#142 CB,"6'1""",198,23,3/29/99,0,2022,4,109,Cincinnati
CB, Tariq Woolen,39,67,#142 CB,"6'4""",205,23,5/2/99,0,2022,5,153,Texas-San Antonio
CB, Michael Jackson Sr.,30,67,#142 CB,"6'1""",210,25,1/10/97,4,2019,5,158,Miami (FL)
DB, Bubba Bolden,36,67,#10 DB,"6'3""",205,22,5/28/99,0,2022,,,Miami (FL)
DB, Josh Valentine-Turner,38,67,#10 DB,"6'0""",188,23,10/28/98,0,2022,,,Florida International University
SS, Jamal Adams,33,90,#4 SS,"6'1""",213,26,10/17/95,6,2017,1,6,LSU
SS, Quandre Diggs,6,81,#13 SS,"5'9""",197,29,1/22/93,8,2015,6,200,Texas
SS, Ryan Neal,26,69,#39 SS,"6'3""",200,26,12/24/95,3,2018,,,Southern Illinois
FS, Marquise Blair,27,72,#28 FS,"6'1""",196,24,7/18/97,4,2019,2,47,Utah
FS, Josh Jones,42,71,#31 FS,"6'2""",220,27,9/20/94,5,2017,2,61,North Carolina State
FS, Ugo Amadi,28,70,#33 FS,"5'9""",201,24,5/16/97,4,2019,4,132,Oregon
S, Scott Nelson,41,67,#27 S,"6'2""",205,,,0,2022,,,Wisconsin
S, Joey Blount,35,67,#27 S,"6'2""",195,,,0,2022,,,Virginia
S, Deontai Williams,40,67,#27 S,"6'1""",205,25,10/4/96,0,2022,,,Nebraska
LS, Tyler Ott,69,,,"6'3""",253,30,2/28/92,8,2014,,,Harvard
K, Jason Myers,5,76,#15 K,"5'10""",190,30,5/12/91,8,2015,,,Marist
P, Michael Dickson,4,79,#9 P,"6'2""",208,26,1/4/96,5,2018,5,149,Texas
