Pos,Name,Number,Rating,Ranking,Height,Weight,Age,Birthday,Exp.,Drafted,Draft Round,Draft Pick,College
LB, Trevor Denbow,,67,#42 LB,"5'11""",225,,,0,2022,,,Southern Methodist
LB, Brandon King,36,67,#42 LB,"6'2""",220,28,6/8/93,8,2015,,,Auburn
OLB, Darius Leonard,53,87,#8 OLB,"6'2""",230,26,7/27/95,5,2018,2,36,South Carolina State
OLB, Malik Jefferson,43,70,#51 OLB,"6'2""",240,25,11/15/96,5,2018,3,78,Texas
OLB, Zaire Franklin,44,69,#59 OLB,"6'0""",235,25,7/2/96,5,2018,7,235,Syracuse
OLB, JoJo Domann,,67,#64 OLB,"6'1""",230,24,7/28/97,0,2022,,,Nebraska
OLB, E.J. Speed,45,67,#64 OLB,"6'4""",230,26,6/1/95,4,2019,5,164,Tarleton State
OLB, Skai Moore,,67,#64 OLB,"6'2""",225,27,1/8/95,3,2018,,,South Carolina
ILB, Bobby Okereke,58,81,#10 ILB,"6'1""",235,25,7/29/96,4,2019,3,89,Stanford
CB, Stephon Gilmore,5,91,#4 CB,"6'0""",190,31,9/19/90,11,2012,1,10,South Carolina
CB, Kenny Moore II,23,83,#21 CB,"5'9""",190,26,8/23/95,6,2017,,,Valdosta State
CB, Isaiah Rodgers,34,77,#50 CB,"5'10""",170,24,1/7/98,3,2020,6,211,Massachussets
CB, Marvell Tell III,39,74,#81 CB,"6'2""",198,25,8/2/96,3,2019,5,144,USC
CB, Nick Nelson,,73,#91 CB,"5'11""",205,25,10/16/96,3,2018,4,110,Wisconsin
CB, Tony Brown,38,68,#130 CB,"6'0""",199,26,7/13/95,5,2018,,,Alabama
CB, Alexander Myres,41,67,#147 CB,"5'11""",192,26,4/20/96,2,2019,,,Houston
CB, Anthony Chesley,47,67,#142 CB,"6'0""",190,26,5/31/95,3,2019,,,Coastal Carolina
CB, Dallis Flowers,,67,#142 CB,"6'2""",190,24,6/4/97,0,2022,,,Pittsburg State (KS)
CB, Brandon Facyson,31,67,#142 CB,"6'2""",197,27,9/8/94,5,2018,,,Virginia Tech
CB, Chris Wilcox,40,67,#142 CB,"6'2""",193,24,10/30/97,1,2021,7,251,Brigham Young
DB, Nick Cross,,67,#10 DB,"6'1""",210,20,9/10/01,0,2022,3,96,Maryland
DB, Marcel Dabo,,67,#10 DB,"6'1""",210,22,1/10/00,0,2022,,,None
DB, Rodney Thomas,,67,#10 DB,"6'1""",201,,,0,2022,7,239,Yale
SS, Khari Willis,37,74,#28 SS,"5'11""",213,26,5/7/96,4,2019,4,109,Michigan State
FS, Rodney McLeod,26,76,#16 FS,"5'10""",195,31,6/23/90,11,2012,,,Virginia
FS, Armani Watts,33,67,#37 FS,"5'11""",205,26,3/19/96,5,2018,4,124,Texas A&M
FS, Will Redmond,29,67,#37 FS,"5'11""",186,28,12/28/93,7,2016,3,68,Mississippi State
S, Julian Blackmon,32,76,#10 S,"6'0""",187,23,8/24/98,3,2020,3,85,Utah
S, Sterling Weatherford,,67,#27 S,"6'4""",215,23,1/26/99,0,2022,,,Miami (OH)
LS, Luke Rhodes,46,,,"6'2""",238,29,12/2/92,6,2016,,,William & Mary
K, Rodrigo Blankenship,3,77,#11 K,"6'1""",184,25,1/29/97,3,2020,,,Georgia
K, Grayson Atkins,,67,#33 K,"5'9""",200,23,3/30/99,0,2022,,,North Carolina
K, Jake Verity,6,67,#33 K,"6'1""",201,24,12/23/97,1,2021,,,East Carolina
P, Rigoberto Sanchez,8,76,#15 P,"6'0""",195,27,9/8/94,6,2017,,,Hawaii
