Pos,Name,Number,Rating,Ranking,Height,Weight,Age,Birthday,Exp.,Drafted,Draft Round,Draft Pick,College
OLB, James Houston,,67,#64 OLB,"6'1""",241,23,11/16/98,0,2022,6,217,Jackson State
ILB, Alex Anzalone,34,71,#29 ILB,"6'3""",241,27,9/22/94,6,2017,3,76,Florida
ILB, Jarrad Davis,,70,#34 ILB,"6'1""",245,27,11/16/94,6,2017,1,21,Florida
ILB, Chris Board,,67,#46 ILB,"6'2""",229,26,7/23/95,5,2018,,,North Dakota State
ILB, Josh Woods,51,67,#46 ILB,"6'1""",230,25,7/1/96,4,2018,,,Maryland
ILB, Shaun Dion Hamilton,50,67,#46 ILB,"6'0""",235,26,9/11/95,5,2018,6,197,Alabama
CB, Mike Hughes,,79,#39 CB,"5'10""",189,25,2/11/97,5,2018,1,30,Central Florida
CB, Amani Oruwariye,24,75,#68 CB,"6'2""",205,26,2/9/96,4,2019,5,146,Penn State
CB, Jeff Okudah,23,73,#91 CB,"6'1""",205,23,2/2/99,3,2020,1,3,Ohio State
CB, Mark Gilbert,40,67,#142 CB,"6'0""",175,24,6/1/97,2,2021,,,Duke
CB, AJ Parker,41,67,#142 CB,"5'11""",178,24,2/15/98,2,2021,,,Kansas State
CB, Saivion Smith,,67,#142 CB,"6'1""",199,24,11/5/97,3,2019,,,Alabama
CB, Parnell Motley,29,67,#142 CB,"6'0""",180,24,10/28/97,3,2020,,,Oklahoma
CB, Jerry Jacobs,39,67,#142 CB,"5'11""",203,24,9/26/97,2,2021,,,Arkansas
DB, Ifeatu Melifonwu,26,68,#8 DB,"6'3""",212,23,5/2/99,2,2021,3,101,Syracuse
DB, Chase Lucas,,67,#10 DB,"6'0""",185,25,3/4/97,0,2022,7,237,Arizona State
DB, Cedric Boswell,,67,#10 DB,"5'11""",193,23,8/15/98,0,2022,,,Miami (OH)
SS, Will Harris,25,68,#41 SS,"6'1""",207,26,12/19/95,4,2019,3,81,Boston College
FS, DeShon Elliott,,81,#9 FS,"6'1""",210,25,4/21/97,5,2018,6,190,Texas
FS, Tracy Walker III,21,74,#22 FS,"6'1""",210,27,2/1/95,5,2018,3,82,Louisiana-Lafayette
FS, C.J. Moore,38,67,#37 FS,"5'11""",195,26,12/15/95,4,2019,,,Mississippi
S, Kerby Joseph,,67,#27 S,"6'1""",200,21,11/14/00,0,2022,3,97,Illinois
S, JuJu Hughes,,67,#27 S,"5'11""",188,23,7/19/98,3,2020,,,Fresno State
S, Brady Breeze,15,67,#27 S,"6'0""",197,24,10/9/97,2,2021,6,215,Oregon
S, Jalen Elliott,42,67,#27 S,"6'0""",206,23,7/7/98,2,2020,,,Notre Dame
S, Bobby Price,27,67,#27 S,"6'4""",205,24,4/25/98,3,2020,,,Norfolk State
LS, Scott Daly,47,,,"6'1""",250,28,2/7/94,2,2018,,,Notre Dame
K, Austin Seibert,4,70,#27 K,"5'9""",211,25,11/15/96,4,2019,5,170,Oklahoma
K, Aldrick Rosas,5,70,#27 K,"6'3""",230,27,12/30/94,6,2016,,,Southern Oregon
K, Riley Patterson,6,67,#33 K,"5'10""",190,23,9/7/98,2,2021,,,Memphis
P, Jack Fox,3,78,#10 P,"6'2""",224,25,9/1/96,3,2019,,,Rice
